ID	Value
htd781	ପର୍ତ୍ତୁଗାଲ୍‌\N_NNP ଭାଇସ୍‌ରାୟ\N_NN ଫ୍ରାନ୍‌ସିସ୍କୋ\N_NNP ଡ଼ି\N_NN ଅଲମେଡଙ୍କ\N_NNP ଦ୍ଵାରା\PSP ୧୫୦୫\QT_QTC ମସିହାରେ\N_NN ଏହାକୁ\DM_DMD ତିଆରି\N_NN କରାଯାଇଥିଲା\V_VM_VF ।\RD_PUNC
htd782	ଲାଲ\JJ ରଙ୍ଗର\N_NN ପଥରରେ\N_NN ତିଆରି\N_NN ଏହି\DM_DMD କିଲ୍ଲା\N_NN ତ୍ରିକୋଣାତ୍ମକ\JJ ଆକୃତିର\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd783	୧୬୬୩\QT_QTC ମସିହାରେ\QT_QTF ସେଣ୍ଟ୍‌\N_NN ଆଂଚଲୋ\N_NNP କିଲ୍ଲାକୁ\N_NN ଡ଼ଚ୍‌ମାନେ\N_NNP ଦଖଲ\N_NN କରିନେଇଥିଲେ\V_VM_VF ଏବଂ\CC_CCD କଣ୍ଣୁରର୍‌\N_NNP ଅଲ୍ଲୀ\N_NN ରାଜାଙ୍କୁ\N_NN ବିକ୍ରି\N_NNV କରିଦେଇଥିଲେ\V_VM_VF ।\RD_PUNC
htd784	୧୭୦୯\QT_QTC ମସିହାରେ\QT_QTF ବ୍ରିଟିଶମାନେ\N_NN ସେଣ୍ଟ୍‌\N_NN ଆଂଚଲୋ\N_NNP କିଲ୍ଲାକୁ\N_NN ଅଧିକାର\N_NNV କରିନେଇଥିଲେ\V_VM_VF ଏବଂ\CC_CCD ମଲାବାର୍‌ର\N_NNP ସୈନିକମାନଙ୍କର\N_NN ପ୍ରମୁଖ\JJ କେନ୍ଦ୍ର\N_NN ଭାବରେ\N_NN ପରିଗଣିତ\N_NNV କରିଥିଲେ\V_VM_VF ।\RD_PUNC
htd785	ଆଜି\N_NST ଏହି\DM_DMD ସେଣ୍ଟ୍‌\N_NN ଆଂଚଲୋ\N_NNP କିଲ୍ଲା\N_NN ପୁରାତତ୍ତ୍ଵ\N_NN ବିଭାଗର\N_NN ଅନ୍ତର୍ଗତ\N_NN ଏକ\QT_QTC ସଂରକ୍ଷିତ\JJ ସ୍ମାରକୀ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd786	ସେଣ୍ଟ୍‌\N_NN ଆଂଚଲୋ\N_NNP କିଲ୍ଲାର\N_NN ବାହାରେ\N_NST ସାମୁଦ୍ରିକ\JJ ଭିତ୍ତିଭୂମି\N_NN ତିଆରି\N_NN କରାଯାଇଅଛି\V_VM_VF ।\RD_PUNC
htd787	ସାମୁଦ୍ରିକ\JJ ଭିତ୍ତିଭୂମି\N_NN ସେଣ୍ଟ୍‌\N_NN ଆଂଚଲୋ\N_NNP କିଲ୍ଲାକୁ\N_NN ଲହଡ଼ି\N_NN ଆଘାତରୁ\N_NN ସୁରକ୍ଷିତ\N_NN ରଖିଥାଏ\V_VM_VF ।\RD_PUNC
htd788	ସେଣ୍ଟ୍‌\N_NN ଆଂଚଲୋ\N_NNP କିଲ୍ଲା\N_NN ଉପରେ\PSP ଠିଆ\V_VM_VNF ହୋଇ\V_VM_VNF ‘ମାପ୍ପିଲା\N_NNP ମତ୍ସ୍ୟ\N_NN ସଂଗ୍ରାହଳୟ\N_NN ବନ୍ଦରଗାହ\N_NN ’\RD_PUNC ,\RD_PUNC ଧର୍ମଡ଼ମ୍‌\N_NNP ଦ୍ଵୀପ\N_NN ଇତ୍ୟାଦି\RP_RPD ଦେଖାଯାଇପାରିବ\V_VM_VF ।\RD_PUNC
htd789	‘ମାପ୍ପିଲା\N_NNP ବେ\N_NN ବନ୍ଦରଗାହ\N_NN ’\RD_PUNC ପ୍ରକୃତିର\N_NN ବରଦାନ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd790	ମାପ୍ପିଲାବେ\N_NNP ବନ୍ଦରଗାହକୁ\N_NN ଇଣ୍ଡୋ\N_NNP ନୋର୍‌ବିଜିୟନ୍‌\N_NNP ପରିଯୋଜନାର\N_NN ଅନ୍ତର୍ଗତ\PSP ଆଧୁନିକୀକରଣ\N_NN କରାଯାଇ\V_VM_VNF ଅଛି\V_VM_VF ।\RD_PUNC
htd791	‘ଧର୍ମଡ଼ମ୍‌\N_NNP ଦ୍ଵୀପ\N_NN ’\RD_PUNC ଯାହାର\PR_PRL ବିସ୍ତାର\N_NN ୫ଏକର\QT_QTC ଅଟେ\V_VM_VF ,\RD_PUNC ସମୁଦ୍ରକୂଳରୁ\N_NN ମାତ୍ର\RP_INTF ୧୦୦\QT_QTC ମିଟର\N_NN ଦୂରରେ\N_NST ଅବସ୍ଥିତ\V_VM_VF ।\RD_PUNC
htd792	ସେଣ୍ଟ୍‌\N_NN ଆଂଚଲୋ\N_NNP କିଲ୍ଲାରୁ\N_NN ନିକଟତମ\JJ ରେଲ୍‌ଓ୍ୱେଷ୍ଟେସନ\N_NN କଣ୍ଣୁର୍‌\N_NNP ୩\QT_QTC କି.ମି.\N_NN ଦୂରରେ\N_NST ଅବସ୍ଥିତ\V_VM_VF ।\RD_PUNC
htd793	ସେଣ୍ଟ୍‌\N_NN ଆଂଚଲୋ\N_NNP କିଲ୍ଲାରୁ\N_NN ନିକଟତମ\JJ ବିମାନବନ୍ଦର\N_NN ‘କରୀପ୍ପୂର\N_NNP ଅନ୍ତଃରାଷ୍ଟ୍ରୀୟ\JJ ବିମାନବନ୍ଦର\N_NN ୯୩\QT_QTC କି.ମି.\N_NN ଦୂରରେ\N_NST ଅବସ୍ଥିତ\V_VM_VF ।\RD_PUNC
htd794	ତଳଶ୍ସେରୀର\N_NNP କେରଳ\N_NNP ଇତିହାସରେ\N_NN ଏକ\QT_QTC ବିଶେଷ\RP_INTF ସ୍ଥାନ\N_NN ରହିଛି\V_VM_VF ।\RD_PUNC
htd795	ତଳଶ୍ସେରୀର\N_NNP ସୁପ୍ରସିଦ୍ଧ\JJ ଅଞ୍ଚଳ\N_NN (ଯେଉଁଠାରେ\DM_DMD ଗୁପ୍ତଧନ\N_NN ମିଳିଥାଏ)\V_VM_VF ବିଦେଶୀଙ୍କର\N_NN ନିରନ୍ତର\N_NN ସମ୍ପର୍କ\N_NN ,\RD_PUNC ବ୍ୟାପାରିକ-ପରମ୍ପରା\N_NN ,\RD_PUNC ପୌଢ଼\JJ କ୍ରିକେଟ୍‌-ପରମ୍ପରା\N_NN ,\RD_PUNC ସର୍କସ୍‌ର\JJ ପରମ୍ପରା\N_NN ଇତ୍ୟାଦି\RP_RPD ସଂଯୁକ୍ତ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd796	ପର୍ତ୍ତୁଗାଲ୍‌\N_NNP ଏବଂ\CC_CCD ଡଚ୍‌ମାନେ\N_NNP ତଳଶ୍ସେରୀ\N_NNP ଉପରେ\PSP ଅଧିକାର\N_NN ଜାହିର\N_NN କରିବା\V_VM_VNF ପାଇଁ\PSP ଚେଷ୍ଟା\N_NN କରିଥିଲେ\V_VM_VF ।\RD_PUNC
htd797	ବ୍ରିଟିଶ୍‌\N_NNP ସେନାପତି\N_NN ଆର୍ଥର୍‌\N_NN ମିଲ୍ଲର୍‌\N_NN ଯିଏ\PR_PRL ପଷଶିସ୍‌\N_NNP ରାଜାଙ୍କୁ\N_NN ଅଧିନସ୍ଥ\N_NN କରିବାପାଇଁ\V_VM_VNF ଆସିଥିଲେ\V_VM_VF ,\RD_PUNC ତଳଶ୍ସେରୀରରେ\N_NNP ଦୀର୍ଘ\JJ ସମୟ\N_NN ପର୍ଯ୍ୟନ୍ତ\PSP ବିତାଇଥିଲେ\V_VM_VF ।\RD_PUNC
htd798	ଆର୍ଥର\N_NN ମିଲ୍ଲର୍‌\N_NN ନିଜେ\PR_PRF ହିଁ\RP_RPD ତଳଶ୍ସେରୀକୁ\N_NNP କ୍ରିକେଟ\N_NN ଖେଳ\N_NN ସହିତ\PSP ପରିଚିତ\N_NN କରାଇଥିଲେ\V_VM_VF ।\RD_PUNC
htd799	ଧିରେ-ଧିରେ\JJ ସ୍ଥାନୀୟ\JJ ଲୋକେ\N_NN ବ୍ରିଟିଶ୍‌\N_NNP ସୈନିକମାନଙ୍କ\N_NN ଠାରୁ\PSP ଏହି\DM_DMD ଖେଳ\N_NN ଶିଖିଲେ\V_VM_VF ।\RD_PUNC
htd800	ମୂସା\N_NN ,\RD_PUNC ମାମ୍ପୋଲି\N_NN ଆଦି\RP_RPD ବଡ଼\JJ ବଡ଼\JJ ପରିବାରର\N_NN ଲୋକମାନେ\N_NN କ୍ରିକେଟ୍‌କୁ\N_NN ପ୍ରୋତ୍ସାହନ\N_NN ଦେଲେ\V_VM_VF ।\RD_PUNC
htd801	ଏପରି\DM_DMD ଏକ\QT_QTC ସମୟ\N_NN ଥିଲା\V_VM_VF ଯେବେ\PR_PRL ତଳଶ୍ସେରୀରରେ\N_NNP ବ୍ରିଟେନ୍‌\N_NNP ଏବଂ\CC_CCD ଶ୍ରୀଲଙ୍କାରେ\N_NNP ଖେଳିବା\V_VM_VNF ପାଇଁ\PSP କ୍ରିକେଟ୍‍\N_NNP କ୍ଲବ\N_NN ଆସୁଥିଲେ\V_VM_VF ।\RD_PUNC
htd802	ଏହିପରି\DM_DMD ତଳଶ୍ସେରୀକୁ\N_NNP ସେହି\DM_DMD ସ୍ଥାନଗୁଡ଼ିକରେ\N_NN ଅଗ୍ରଗନ୍ୟ\JJ ସ୍ଥାନ\N_NN ଦିଆଯାଇପାରେ\V_VM_VF ଯେଉଁଠାରେ\PR_PRL କ୍ରିକେଟ୍‌\N_NN ଖେଳର\N_NN ଆୟୋଜନ\N_NN ସର୍ବପ୍ରଥମେ\JJ ହୋଇଥିଲା\V_VM_VF ।\RD_PUNC
htd803	ସର୍କସ୍‌\N_NN ପରମ୍ପରାରେ\N_NN ମଧ୍ୟ\RP_RPD ତଳଶ୍ସେରୀର\N_NNP ମହତ୍ତ୍ଵପୂର୍ଣ୍ଣ\JJ ଯୋଗଦାନ\N_NN ରହିଛି\V_VM_VF ।\RD_PUNC
htd804	ତଳଶ୍ସେରୀର\N_NNP ସର୍କସ୍‌\N_NN କଳାକାରମାନେ\N_NN ସର୍ବୋତ୍ତମ\JJ ପ୍ରଦର୍ଶନ\N_NN ପ୍ରସ୍ତୁତ\N_NN କରି\V_VM_VNF ଅନ୍ତଃରାଷ୍ଟୀୟ\JJ ସ୍ତରରେ\N_NN ଯଶ\N_NN ଅର୍ଜ୍ଜନ\N_NNV କରିଥିଲେ\V_VM_VF ।\RD_PUNC
htd805	ଭାରତର\N_NNP ମହତ୍ତ୍ଵପୂର୍ଣ୍ଣ\JJ ସର୍କସ୍‌\N_NN ତାରକାମାନଙ୍କ\N_NN ମଧ୍ୟରୁ\PR_PRC ଅନ୍ୟତମ\RP_RPD ,\RD_PUNC ‘ଉଡ଼ନ୍ତା\N_NNP ବିଜୁଳି\N_NNP ’\RD_PUNC ତଲଶ୍ସେରୀରୁ\N_NNP ହିଁ\RP_RPD ସୃଷ୍ଟି\N_NN ହୋଇଅଛି\V_VM_VF ।\RD_PUNC
htd806	ମିଠା\N_NN ତିଆରି\N_NN କରିବାପାଇଁ\V_VM_VNF ଏବଂ\CC_CCD ନୂଆ-ନୂଆ\JJ ପ୍ରକାର\N_NN ମିଠାର\N_NN ପ୍ରୟୋଗକରି\V_VM_VNF ଦେଖିବା\V_VM_VNF ପାଇଁ\PSP ତଳଶ୍ସେରୀର\N_NNP ଜନସାଧାରଣ\N_NN ସିଦ୍ଧହସ୍ତ\N_NN ଅଟନ୍ତି\V_VM_VF ।\RD_PUNC
htd807	କେରଳର\N_NNP ପ୍ରମୁଖ\JJ ପାଉଁରୁଟି\N_NN ପ୍ରସ୍ତୁତ\N_NNV କରୁଥିବା\V_VM_VNF ପରିବାର\N_NN (Bakery\RD_RDF Family)\RD_RDF ମାଂପୋଲ୍ଲି\N_NNP ଅଟନ୍ତି\V_VM_VF ।\RD_PUNC
htd808	‘ବେକରୀ\N_NN ପରିବାର\N_NN ’\RD_PUNC ର\PSP ପାଉଁରୁଟି\N_NN ପ୍ରସ୍ତୁତି\N_NN କ୍ଷେତ୍ରରେ\N_NN ୧୨୦\QT_QTC ବର୍ଷର\N_NN ଅନୁଭବ\N_NN ରହିଛି\V_VM_VF ।\RD_PUNC
htd809	ମାମ୍ପଲ୍ଲି\N_NNP ପରିବାର\N_NN କେରଳର\N_NNP ଗୋଟିଏ\RP_CL କୋଣରୁ\N_NN ଆଉ\CC_CCD ଗୋଟିଏ\RP_CL କୋଣ\N_NN ପର୍ଯ୍ୟନ୍ତ\PSP ପାଉଁରୁଟି\N_NN ତିଆରି\N_NNV କେନ୍ଦ୍ରର\N_NN ସ୍ଥାପନାକରି\V_VM_VNF ଗୋଟିଏ\RP_CL ନୂତନ\JJ କ୍ରାନ୍ତି\N_NN ଆଣିଥିଲେ\V_VM_VF ।\RD_PUNC
htd810	ଆଜି\N_NST ମଧ୍ୟ\RP_RPD କେରଳର\N_NNP କିଛି\QT_QTF ସ୍ଥାନରେ\N_NN ମାମ୍ପଲ୍ଲିବାଲାଙ୍କର\N_NN ପାଉଁରୁଟି\N_NN ଗର୍ବର\N_NN ସହିତ\PSP ଦଣ୍ଡାୟମାନ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd811	ତଳଶ୍ସେରୀର\N_NNP ଲୋଗନ\N_NNP ଷ୍ଟ୍ରୀଟ୍‌\N_NN (ଗଳି)\CC_CCS_UT ର\PSP ଏକ\QT_QTC ଅନ୍ୟତମ\RP_CL ଆକର୍ଷଣ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd812	ଏହି\DM_DMD ସ୍ଥାନ\N_NN ମିଠେଇ-ସିମେଇଁ\N_NN ,\RD_PUNC କପଡା\N_NN ଏବଂ\CC_CCD ବିରିୟାନି\N_NN ପାଇଁ\PSP ପ୍ରସିଦ୍ଧ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd813	ଲୋଗନ୍‌\N_NNP ଷ୍ଟ୍ରିଟ୍‌ରେ\N_NN ଅବସ୍ଥିତ\JJ ପେରିସ୍‌\N_NNP ହୋଟେଲ୍‌\N_NN ବିରିୟାନି\N_NNP ପାଇଁ\PSP ପ୍ରସିଦ୍ଧ\N_NNV ଅଟେ\V_VM_VF ।\RD_PUNC
htd814	ତଳଶ୍ସେରୀର\N_NNP ଅନ୍ୟତମ\RP_INTF ଆକର୍ଷଣ\N_NN ହେଉଛି\V_VM_VNF ୧୪୩\N_NN ବର୍ଷ\N_NN ପୁରୁଣା\N_NN ‘ବ୍ରନ୍ନନ\N_NNP କଲେଜ\N_NN ’\RD_PUNC ,\RD_PUNC ‘ହେରମନ୍‌\N_NNP ଗୁଣ୍ତେର୍ଟର\N_NNP ନିବାସସ୍ଥାନ\N_NN ’\RD_PUNC ଯାହା\PR_PRL ‘ଇଲ୍ଲୀକ୍କୂନ୍ନୂ\N_NNP ବଂଗଳା\N_NN ’\RD_PUNC ନାମରେ\N_NN ଜଣାଶୁଣା\N_NN ଅଟେ\V_VM_VF ;\RD_PUNC ତଥା\CC_CCD ତଲଶ୍ସେରୀର\N_NNP କିଲ୍ଲା\N_NN ମଧ୍ୟ\RP_RPD ଆକର୍ଷଣୀୟ\JJ ଅଟେ\V_VM_VF ।\RD_PUNC
htd815	ଅଗୁଆଜା\N_NNP ଦୁର୍ଗରୁ\N_NN ଆରମ୍ଭ\PSP ହେଉଥିବା\V_VM_VNF ଉତ୍ତର\N_NNP ଗୋଆର\N_NNP ସମୁଦ୍ରତଟ\N_NST ପାଖାପାଖି\N_NN ୩୦\QT_QTC କି.ମି.\N_NN ଦୀର୍ଘ\JJ ଅଟେ\V_VM_VF ।\RD_PUNC
htd816	ତଳଶ୍ସେରୀରେ\N_NNP ଗୋଟିଏ\QT_QTO ରେଲ୍‌ଓ୍ୱେଷ୍ଟେସନ୍‌\N_NN ଅଛି\V_VM_VF ।\RD_PUNC
htd817	ତଳଶ୍ସେରୀର\N_NNP ନିକଟତମ\JJ ବିମାନବନ୍ଦର\N_NN କରୀପ୍ପୂର\N_NNP ଅନ୍ତଃରାଷ୍ଟ୍ରୀୟ\JJ ବିମାନବନ୍ଦର\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd818	ତୋଡିକ୍କୂଲ୍ଲମର\N_NNP ଶୈବ\JJ ମନ୍ଦିର\N_NN ଅତ୍ୟନ୍ତ\RP_INTF ପୁରୁଣା\JJ ଅଟେ\V_VM_VF ।\RD_PUNC
htd819	କିଛି\QT_QTF ଲୋକମାନଙ୍କ\N_NN ମତରେ\N_NN ତୋଡିକ୍କୂଲ୍ଲମ୍‌ର\N_NNP ଦୂମଂଜିଲ୍ଲା\N_NNP ଚୌକୋନା\N_NNP ମନ୍ଦିର\N_NN ଦୁଇ\QT_QTC ହଜାର\QT_QTC ବର୍ଷର\N_NN ପୁରୁଣା\JJ ଅଟେ\V_VM_VF ।\RD_PUNC
htd820	ବିଶିଷ୍ଟ\JJ ଭିତ୍ତିଚିତ୍ର\N_NN ଏହି\DM_DMD ମନ୍ଦିରର\N_NN ବିଶେଷତ୍ୱ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd821	ତେଡିକ୍କୁଲ୍ଲମ୍‌ରେ\N_NNP ଶ୍ରୀମନ୍ଦିର\N_NN (ଗର୍ଭଗୃହ)ର\N_NN ପାଚେରୀ\N_NN ଉପରେ\N_NN ୪୦ଟି\QT_QTC ପଂକ୍ତିରେ\N_NN ୭୦୦\QT_QTC ବର୍ଗ\N_NN ଚୌଡାରେ\N_NN ଚିତ୍ରିତ\JJ ପାଖାପାଖି\V_VM_VNF ୧୫୦ଟି\QT_QTC ଭିତ୍ତିଚିତ୍ର\N_NN ରହିଛି\V_VM_VF ।\RD_PUNC
htd822	ଏହି\DM_DMD ଚିତ୍ରଗୁଡ଼ିକର\N_NN ପ୍ରମୁଖ\JJ ବିଷୟ\N_NN ହେଉଛି\V_VM_VNF ‘ରୁକ୍ମିଣୀ\CC_CCS_UT ସ୍ଵୟମ୍ବର\CC_CCS_UT ’\RD_PUNC ,\RD_PUNC ‘ରାବଣ-ବଦ୍ଧ\CC_CCS_UT ’\RD_PUNC ଇତ୍ୟାଦି\RP_RPD ।\RD_PUNC
htd823	ତତ୍‌ସହିତ\N_NN ଆହୁରି\RP_INTF ଅନେକ\QT_QTF ଚିତ୍ର\N_NN ରହିଛି\V_VM_VF ଯାହା\PR_PRL ଗ୍ରାମୀଣ\JJ ଜୀବନ\N_NN ପ୍ରତିପାଦନ\N_NNV କରିଥାଏ\V_VM_VF ଏବଂ\CC_CCD ଯାହାର\PR_PRL ସମୟ\N_NN ଷୋଡ଼ଶ-ଅଷ୍ଟାଦଶ\QT_QTO ଶତାବ୍ଦୀ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd824	ତୋଡିକ୍କୂଲ୍ଲମରୁ\N_NNP ନିକଟତମ\JJ ରେଲ୍‌ଓ୍ୱେଷ୍ଟେସନ\N_NN ତଳଶ୍ସେରୀର\N_NNP ୩୪\QT_QTC କି.ମି.\N_NN ଦୂରରେ\N_NST ଅବସ୍ଥିତ\V_VM_VF ।\RD_PUNC
htd825	ତୋଡିକ୍କୂଲ୍ଲମରୁ\N_NNP ନିକଟତମ\JJ ବିମାନବନ୍ଦର\N_NN କରୀପ୍ପୂର\N_NNP ଅର୍ନ୍ତରାଷ୍ଟୀୟ\JJ ବିମାନବନ୍ଦର\N_NN ,\RD_PUNC ୭୧\QT_QTC କି.ମି.\N_NN ଦୂରରେ\N_NST ଅବସ୍ଥିତ\V_VM_VF ।\RD_PUNC
htd826	ପର୍‌ଶ୍ଶିନିକ୍କଟବୁ\N_NNP ଶ୍ରୀମୂତ୍ତପ୍ପନ\N_NNP ମନ୍ଦିର\N_NN ଅପୂର୍ବ\JJ ଏବଂ\CC_CCD ଅନୁପମ\JJ ଧାର୍ମିକ\JJ ଅନୁଷ୍ଠାନ\N_NN ଏବଂ\CC_CCD ଆଚାର\N_NN ସମ୍ପନ୍ନ\N_NN ହୋଇଥାଏ\V_VM_VF ।\RD_PUNC
htd827	ପର୍‌ଶ୍ଶିନିକ୍କଟବୁ\N_NNP ଶ୍ରୀମୂତ୍ତପ୍ପନ\N_NNP ମନ୍ଦିରରେ\N_NN ବିଭିନ୍ନ\JJ ଧର୍ମ\N_NN ଏବଂ\CC_CCD ଜାତିର\N_NN ଲୋକେ\N_NN ଉପାସନା\N_NNV ପାଇଁ\PSP ଆସିଥାନ୍ତି\V_VM_VF ।\RD_PUNC
htd828	ପରଶ୍ଶିନିକ୍କଟବୁ\N_NNP ଶ୍ରୀମୂତ୍ତପ୍ପନ\N_NNP ମନ୍ଦିର\N_NN ‘ବସୁଧୈବକୂଟୁମ୍ବକମ୍‍\CC_CCS_UT ’\RD_PUNC ଚିନ୍ତାଧାରାକୁ\N_NN ପ୍ରଚାର\N_NN କରିଥାଏ\V_VM_VF ।\RD_PUNC
htd829	ପରଶ୍ଶିନିକ୍କଟବୁ\N_NNP ଶ୍ରୀମୂତ୍ତପ୍ପନରେ\N_NNP ଯେକୌଣସି\RP_INTF ଜାତି\N_NN ଧର୍ମକୁ\N_NN ମାନିଚଳୁଥିବା\V_VM_VNF ଭକ୍ତ\N_NN ପ୍ରବେଶ\N_NN କରିପାରିବ\V_VM_VF ।\RD_PUNC
htd830	ମୂତ୍ତପ୍ପନ\N_NNP ମନ୍ଦିର\N_NN ବଲ୍ଲପଟ୍ଟଣମ\N_NNP ନଦୀ\N_NN ତଟରେ\N_NST ଅବସ୍ଥିତ\V_VM_VF ।\RD_PUNC
htd831	ମୂତ୍ତପ୍ପନ\N_NNP ମନ୍ଦିର\N_NN କଣ୍ଣୁର\N_NNP ଠାରୁ\PSP ୨୦\QT_QTC କି.ମି.\N_NN ଦୂରରେ\N_NST ଅବସ୍ଥିତ\V_VM_VF ।\RD_PUNC
htd832	ମୂତ୍ତପ୍ପନରେ\N_NNP ତେଜ୍ୟମ୍‌\N_NNP ନାମକ\N_NN ଲୋକନୃତ୍ୟ\N_NN ମଧ୍ୟ\RP_RPD ଦେଖିବାକୁ\V_VM_VINF ମିଳିଥାଏ\V_VM_VF ।\RD_PUNC
htd833	ପ୍ରସ୍ତୁତ\N_NN ମନ୍ଦିରର\N_NN ସ୍ଥାପନା\JJ ପଛରେ\PSP ଗୋଟିଏ\QT_QTO କିମ୍ବଦନ୍ତୀ\N_NN ରହିଛି\V_VM_VF ।\RD_PUNC
htd834	ସେଠାରେ\DM_DMD ଗୋଟିଏ\QT_QTO ବାଳକ\N_NN ଅକସ୍ମାତ\RP_INTF ପ୍ରକଟ\N_NN ହୋଇଥିଲା\V_VM_VF ।\RD_PUNC
htd835	କିଛି\QT_QTF ଚମକପ୍ରଦ\JJ ଘଟଣା\N_NN ପରେ\PSP ଲୁପ୍ତ\N_NN ହୋଇଯାଇଥିଲା\V_VM_VF ।\RD_PUNC
htd836	ବାଳକଟି\N_NN ଲୁପ୍ତ\N_NN ହୋଇଯିବା\V_VM_VNF ପରେ\PSP ଭଗବତ୍‌\N_NN ଅନୁଭୂତି\N_NN ଲୋକମାନଙ୍କ\N_NN ମଧ୍ୟରେ\PR_PRC ଦେଖିବାକୁ\V_VM_VINF ମିଳିଲା\V_VM_VF ।\RD_PUNC
htd837	ପରିଣାମସ୍ଵରୂପ\N_NN ଏହି\DM_DMD ମନ୍ଦିର\N_NN ତିଆରି\N_NN କରାଯାଇଥିଲା\V_VM_VF ।\RD_PUNC
htd838	୧୬୮୩\QT_QTC ମସିହାରେ\N_NN ଇଷ୍ଟ\CC_CCS_UT ଇଣ୍ତିଆ\CC_CCS_UT କମ୍ପାନୀ\CC_CCS_UT ତଳଶ୍ଶେରୀ\N_NNP ସହିତ\PSP ବାରମ୍ବାର\V_VM_VNF ସମ୍ବନ୍ଧ\N_NN ସ୍ଥାପନା\JJ କରିଆସିଛି\V_VM_VF ।\RD_PUNC
htd839	୧୭୦୩\QT_QTC ମସିହାରେ\N_NN କମ୍ପାନୀ\N_NN ତଳଶ୍ଶେରୀରେ\N_NNP ଗୋଟିଏ\QT_QTO କିଲ୍ଲା\N_NN ତିଆରି\N_NN କଲା\V_VM_VF ।\RD_PUNC
htd840	ପରବର୍ତ୍ତୀ\N_NN ପର୍ଯ୍ୟାୟରେ\N_NN ତଳଶ୍ଶେରୀର\N_NNP ଏହି\DM_DMD କିଲ୍ଲାରେ\N_NN ଇର୍ଦ-ଗିର୍ଦ\N_NN ସହରର\N_NN ବିକାଶ\N_NN ହେଲା\V_VM_VF ।\RD_PUNC
htd841	ଏହି\DM_DMD କିଲ୍ଲା\N_NN ଇତିହାସର\N_NN ଅଧ୍ୟୟନ\N_NNV କରୁଥିବା\V_VM_VNF ଛାତ୍ରମାନଙ୍କର\N_NN ପ୍ରିୟ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd842	ତଳଶ୍ଶେରୀର\N_NNP ଏହି\DM_DMD କିଲ୍ଲାର\N_NN ପାଚେରୀଗୁଡ଼ିକ\N_NN ବହୁତ\QT_QTF ଉଚ୍ଚା\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd843	ତଳଶ୍ସେରୀରର\N_NNP ଏହି\DM_DMD କିଲାରେ\N_NN କୌଣସି\DM_DMQ ଏକ\QT_QTC ରହସ୍ୟପୂର୍ଣ୍ଣ\JJ ମହତ୍ତ୍ଵ\N_NN ଅଛି\V_VM_VF ଯାହା\PR_PRL ସମୂଦ୍ରର\N_NN ପାଖ\N_NST ଦେଇ\V_VM_VNF ବାହରିଥାଏ\V_VM_VF |\RD_PUNC
htd844	ବଲ୍ଲପଟ୍ଟଣମ୍‌\N_NNP କାଷ୍ଠ\JJ ଉଦ୍ୟୋଗ\N_NN ସମଗ୍ର\N_NN ଏସିଆରେ\N_NNP ସର୍ବାଧିକ\RP_INTF ପ୍ରାଚୀନ\JJ ଉଦ୍ୟୋଗସ୍ଥଳ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd845	ବଲ୍ଲପଟ୍ଟଣମ୍‌\N_NNP ନଦୀ\N_NN ତଟରେ\N_NST ଘନ\JJ ଜଙ୍ଗଲରୁ\N_NN ମିଳୁଥିବା\V_VM_VNF ଶାଗୁଆନ\N_NN ,\RD_PUNC ଶାଳ\N_NN ,\RD_PUNC ପିଆଶାଳ\N_NN ,\RD_PUNC କରିମୂରିକ୍କୁ\N_NN ,\RD_PUNC ଚନ୍ଦନ\N_NN ଇତ୍ୟାଦି\RP_RPD ବୃକ୍ଷର\N_NN କାଠରୁ\N_NN ବଲ୍ଲପଟ୍ଟଣମ୍‌\N_NNP କାଠ\N_NN ମିଳିଥାଏ\V_VM_VF ।\RD_PUNC
htd846	ପଶ୍ଚିମଭାରତର\N_NNP ପ୍ଲାଇଉଡ୍‌\N_NN ଲିମିଟେଡ୍‌\N_NN ବଲ୍ଲପଟ୍ଟଣମ୍‌ର\N_NNP କାଠ\N_NN ଉଦ୍ୟୋଗ\N_NN କମ୍ପାନୀ\N_NN ଦକ୍ଷିଣ-ପୂର୍ବ\JJ ଏସିଆରେ\N_NNP ପ୍ରମୁଖ\JJ କାଠ\N_NN ଉଦ୍ୟୋଗ\N_NN କମ୍ପାନୀ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
